"","id","sentence","difficulty"
"2870","2870","face à cette pression du marché doublée d une absence de contrôle rationnel la forêt est elle condamnée ","B2"
"2871","2871","des lueurs rouges commençaient à éclater dans le village  parfois un long mugissement partait de quelque étable incendiée ","C1"
"2872","2872","je crus y remarquer une impression de regret et de tristesse  mais elle persistait dans sa résolution qu elle m annonçait comme inébranlable ","C2"
"2873","2873","en ce printemps de confinement les québécois ont été nombreux à se ruer sur les semis par crainte que les serres ne restent fermées ","B2"
"2874","2874","je voudrais prendre des cours de karaté parce que j ai un peu peur quand je suis seule le soir","A2"
"2875","2875","forts des expériences parfois malheureuses de leurs aînés certains jeunes anticipent ","C1"
"2876","2876","j ai bien reçu ton message","A2"
"2877","2877","pourtant on a environ 200 entreprises qui sont prêtes à embaucher par vingtaine trentaine tous les ans et qui ont du mal à recruter des développeurs de qualité ","B2"
"2878","2878","le petit prince qui me posait beaucoup de questions ne semblait jamais entendre les miennes ","B1"
"2879","2879"," si toute vie va inévitablement vers sa fin nous devons durant la nôtre la colorier avec nos couleurs d amour et d espoir  disait chagall ","B2"
"2880","2880","cette actrice américaine aurait disparu de chez elle hier ","B2"
"2881","2881","si vous rencontrez ma soeur dîtes lui que je viendrai la voir demain ","B1"
"2882","2882","il me faut une botte de thym également","C1"
"2883","2883","le réseau social américain veut réduire la propagation d informations potentiellement dangereuses ou trompeuses  et va mettre en place un système d avertissement pour ses utilisateurs ","B2"
"2884","2884","ensuite je vais faire mes courses au supermarché où je vais acheter des fruits et des légumes","A2"
"2885","2885","rien d extraordinaire quand on vit au sud de l europe mais pas en suède pays qui n a pas du tout cette culture de la sécheresse","B1"
"2886","2886","que céline au début de voyage au bout de la nuit puisse affirmer que son voyage est entièrement imaginaire cela est judicieux","C2"
"2887","2887","la climatisation a longtemps été superflue dans les maisons de retraite mais cet été on ne pourra pas non plus utiliser de ventilateurs car ils contribuent à diffuser le coronavirus","B1"
"2888","2888","quoique en turquie le premier gueux en haillons aille s asseoir sur le divan des cafés auprès du turc le plus somptueusement vêtu sans que celui ci se recule pour éviter à sa manche bordée d or le contact d une loque effilochée et graisseuse cependant certaines classes ont leurs lieux de réceptions habituels et le café à la fontaine de marbre est un des mieux hantés de la ville ","C1"
"2889","2889","larmoyante et enthousiasmante aussi cheesy qu agréable un brin ringarde autant que brillante la série propose quelque chose qui va complètement à contre courant des séries contemporaines complexes sombres souvent très conscientes d elles mêmes mais renoue avec un aspect primordial  la proximité bientôt familière avec des personnages qu on a envie de suivre jusqu au bout de leur histoire ","C1"
"2890","2890","sa figure ovale s était allongée sa bouche rieuse avait pris ces lignes fermes et arrêtées qui indiquent la résolution","C1"
"2891","2891","et ce qui se passe si tout d un coup nous pensons notre assiette ","A1"
"2892","2892","sa vie devint un enfer quand elle eut compris que son mari la trompait","C2"
"2893","2893","j aime le café ","A1"
"2894","2894","et ça touche toutes les générations et ça touche tous les métiers  on a des métiers dans la finance on a des métiers des avocats les médecins on n arrête pas de faire des téléconférences et puis il y a tous les gens qui sont en télétravail","B1"
"2895","2895","j étais également incapable de distraction et d étude ","C2"
"2896","2896","la police cherche le voleur de mon vélo ","A1"
"2897","2897","on lui accorda pour compagnes et afin de l aider lors de son accouchement deux femmes des plus sages furent cloîtrées avec elle ","C2"
"2898","2898","quand les clients viennent on a l impression qu ils viennent dans un endroit féerique","A2"
"2899","2899","les occasions d opposition dues aux différences de culture sont plus nombreuses ","C2"
"2900","2900","mais moi je l ai trouvée très jolie ","A2"
"2901","2901","ils ont deux enfants  un fils qui s appelle andré et une fille qui est très gentille ","A1"
"2902","2902","ce n est vraiment pas simple de transmettre sa langue lorsqu on n est pas dans son pays d origine ","B1"
"2903","2903","la pollution je dis non mais à la vie je dis oui oui","A2"
"2904","2904","si le député avait respecté les électeurs il aurait démissionné de son plein gré ","B2"
"2905","2905","et aussi grâce à la télévision parce qu on regardait tous les soirs deux ou trois épisodes de mes séries préférées ","B1"
"2906","2906","marie m a téléphoné et elle m a rejoint ","A2"
"2907","2907","la presse a annoncé que le gouvernement proposera bientôt des mesures afin de réduire la précarité des étudiants ","B2"
"2908","2908","les français ne cèdent pas au chacun pour soi mais ils s intéressent d abord à leur cercle familial proche ","B2"
"2909","2909","vous habitez loin d ici ","A1"
"2910","2910","peux tu me donner le numéro de ton spécialiste ","A2"
"2911","2911","la nuit vient de tomber sur calcutta et la tempête entre en ville avec une puissance terrifiante","A2"
"2912","2912","pour aller à la salle internet à partir de l escalier marchez jusqu à l accueil puis tournez à gauche ","A1"
"2913","2913","ils ont pris une pizza","A1"
"2914","2914","elle les renvoie à leur cinquantaine dont ils ne veulent pas entendre parler eux qui se sentent en pleine maturité surtout s ils ont réussi socialement ","C1"
"2915","2915","ellénore n avait qu un esprit ordinaire  mais ses idées étaient justes et ses expressions toujours simples étaient quelquefois frappantes par la noblesse et l élévation de ses sentiments ","C1"
"2916","2916","chaque miette de vie doit servir à conquérir la dignité ","C1"
"2917","2917","il est sous la douche ","A1"
"2918","2918","ça me fait plaisir que vous soyez venus ","B1"
"2919","2919","aussitôt un soldat appelé par l adjudant lui mit la main sur le collet  un autre soldat prit soin des chevaux et d un air sévère l adjudant ordonna à fabrice de le suivre sans répliquer ","C1"
"2920","2920","oui prenons en pour le trajet ","A2"
"2921","2921","cette année nous avons demandé à nos parents de faire des gâteaux et nous les avons vendus ","A2"
"2922","2922","j ai passé la journée devant l ordinateur et j ai mal aux yeux ","B1"
"2923","2923","pour faire face à toutes ces transformations nous vous proposons de nous recentrer sur nos compétences clés  la recherche de nouveaux médicaments et la commercialisation de tous nos produits pharmaceutiques ","B2"
"2924","2924","les trompettes les fifres les hautbois les tambours les canons formaient une harmonie telle qu il n y en eut jamais en enfer ","B2"
"2925","2925","bien vite mon intelligence rétablissait entre les éléments la séparation que mon impression avait abolie ","C2"
"2926","2926","la liberté est elle une illusion","C2"
"2927","2927","mais comme tout le monde s est dit la même chose alors on a beaucoup plus de monde que d habitude ","B1"
"2928","2928","pour e viter d oublier en deux mois des compe tences si che rement apprises durant l anne e mais aussi pour se cultiver","C2"
"2929","2929","le 25 approche on réfléchit au repas et aux convives","B2"
"2930","2930","les enseignants qui sont en classe inversée ils parlent à tous leurs élèves tous les jours ","B2"
"2931","2931","c est la saison la plus chaude pendant laquelle on recommence à mettre ses lunettes de soleil et à aller se promener sur la plage","A1"
"2932","2932","il y a aussi des inconvénients  il y a trop de voitures et de pollution il n y a pas assez d espaces verts et c est très bruyant","A2"
"2933","2933","ils portent au moins deux couches de vêtements amples ","B2"
"2934","2934","vous savez moi je ne crois pas qu il y ait de bonne ou de mauvaise situation ","A2"
"2935","2935","chaque vendredi il s envole vers les plus beaux sommets d europe","C1"
"2936","2936","évidemment mes lunettes sont par terre et moi sans mes lunettes je n y vois rien mais alors rien du tout ","B1"
"2937","2937","mais d autres pourront préférer l assassin des échecs le pommier ou les annales du kangourou editions du kangourou ","C2"
"2938","2938","elle apparaît ainsi comme une valeur centrale et même prioritaire ","B2"
"2939","2939","a ces deux types de raisons facilement identifiables à travers la littérature qui poussent les entreprises à mener une réflexion sur l évaluation des connaissances sont associées d autres raisons plus difficiles caractériser qui semblent inspirées par une volonté de transformation de l organisation","C2"
"2940","2940","c est l histoire d un oiseau blessé qui cherche à se réfugier dans un arbre pour s abriter du froid de l hiver ","B1"
"2941","2941","si je pouvais je jouerais un rôle dans une pièce de molière ","B1"
"2942","2942","tu as fait du bon boulot ","A2"
"2943","2943"," nous avons bon espoir mais pas à court terme car il y a trop peu de lumière pour le moment  a ajouté m gaudon ","B1"
"2944","2944","ensuite il se sèche très vite les cheveux pour aller manger son petit déjeuner ","A2"
"2945","2945","fabrice s approcha d un feu et demanda l hospitalité en payant ","B2"
"2946","2946","il a cinq heures de français par semaine ","A1"
"2947","2947","l obésité frappe également l afrique subsaharienne où vivent la plupart des populations sous alimentées du monde 12 1   et l egypte 33  ","C1"
"2948","2948","plusieurs jours se passèrent de la sorte ","C2"
"2949","2949","j achèterai tout de même des chaussures de randonnée au cas où ","B1"
"2950","2950","elle travaillera principalement à l accueil au début puis en salle pour assurer le service des clients avec les équipes du midi et du soir ","B1"
"2951","2951","j espère que tu vas bien et que tes vacances au ski se passent bien aussi","B1"
"2952","2952","en attendant des petites formations ont été réalisées d initiation à l algorithmique et au langage informatique pour les professeurs des écoles et de collège les inspecteurs et les formateurs d iufm ","C2"
"2953","2953","au rez de chaussée il y a un salon avec un piano une salle à manger une cuisine spacieuse et jaune et une salle de bain","B1"
"2954","2954","ce n est pas facile à vivre ","A2"
"2955","2955","j attribuais à son charme cet effet presque magique  j en aurais joui plus complètement encore sans l engagement que j avais pris envers mon amour propre ","C2"
"2956","2956","jean buridan philosophe français du quatorzième siècle aurait selon la légende conçu une expérience imaginaire afin de prouver l existence du libre arbitre  la situation serait celle d un animal en l occurrence un âne ayant également faim et soif et qui placé à égale distance d une botte de foin et d un seau d eau hésite se montre incapable de choisir et finalement se laisse mourir","C2"
"2957","2957","le site de time magazine en a parlé ","B1"
"2958","2958","les canons renversèrent d abord à peu près six mille hommes de chaque côté  ensuite la mousqueterie ôta du meilleur des mondes environ neuf à dix mille coquins qui en infectaient la surface ","C1"
"2959","2959","les outils numériques contribuent à la formation des élèves on aurait préféré une réfexion collective sur la place du numérique à l école plutôt que de découvrir que le sujet serait à nouveau relancé sans dialogue ","B2"
"2960","2960","mes voisins voulaient quitter le pays en cachette une fois la nuit tombée ","B1"
"2961","2961","une dictature c est quand les gens sont communistes déjà ","B1"
"2962","2962","pourrais tu m accompagner","A1"
"2963","2963","vous êtes français","A1"
"2964","2964","la texture est parfaite","B2"
"2965","2965","ces deux problèmes psychologiques sont souvent ressentis par des personnes qui utilisent internet pour satisfaire un fort besoin de popularité et de reconnaissance sociale qu elles n arrivent souvent pas à réaliser dans leur vie réelle ","C1"
"2966","2966","parlez moi de votre famille ","A1"
"2967","2967","la promenade pédagogique et interactive dans les différents jardins médiéval tropical espèces odorantes et protégées fera appelà tous vos sens et vous expliquera les vertus et les utilisations des plantes ","B2"
"2968","2968","il fait très beau","A2"
"2969","2969","j espère qu il y aura beaucoup de soleil ","A1"
"2970","2970","cela représente une rupture dans notre rapport au monde parce que cela nous rend visibles ","B2"
"2971","2971","l amour supplée aux longs souvenirs par une sorte de magie ","C2"
"2972","2972","réponds moi vite et fais ta réservation pour venir ","A2"
"2973","2973","déjà dominique avec qui je travaille","B1"
"2974","2974","remarquez bien que les nez ont été faits pour porter des lunettes aussi avons nous des lunettes ","B1"
"2975","2975","cette fête est encore traditionnellement fêtée en france même si comme pour noël elle a souvent perdu son aspect religieux","B1"
"2976","2976","pour le plat de résistance de ce soir je n ai ni de tomates ni de courgettes dans mon garde manger ","B1"
"2977","2977","quand le printemps arrive les survivants comprennent qu ils doivent se constituer des réserves pour survivre au prochain hiver","B2"
"2978","2978","qu un garçon qui voyagea dans le monde entier grâce aux prospectus d agences de voyage soit pour l écrivain fernando pessoa le plus grand voyageur jamais connu cela illustre bien le concept de voyage immobile","C2"
"2979","2979","je ne me sens pas bien ","A1"
"2980","2980","j irai le voir dès mon arrivée à bruxelles ","A2"
"2981","2981","quand il parcourait à cheval les plaines de son royaume vêtu seulement de grègues en cuir et d un manteau de laine qui flottait au vent les femmes et les jeunes filles le regardaient passer en retenant leur souffle ","B2"
"2982","2982","les bioessais effectués ont montré que les mêmes symptômes de morbidité sont observés chez les deux espèces et avec les deux métaux ","C2"
"2983","2983","quand le téléphone retentissait on s empressait de répondre immédiatement ","B1"
"2984","2984","le repos absolu produit le spleen ","C1"
"2985","2985","les journalistes sont prêts à tout ","A1"
"2986","2986","33 à l ombre et 80 d humidité aujourd hui c est au ceur du jardin tropical de valombreuse que nous vous proposons de découvrir l une des spécialités culinaires les plus consommées aux antilles  les accras de morue","C1"
"2987","2987","pas une scène dans le métro un bouquet d une douzaine de roses acheté à 5 60 euros un appartement présenté comme une chambre de bonne mais qui fait au moins 20 m2  on se demande dans quel paris ces personnages vivent ","B2"
"2988","2988","si on continue au rythme actuel la pollution plastique doublera en 2030 ","B2"
"2989","2989","marc n est pas très grand","A1"
"2990","2990","j adore ma grand mère elle est très gentille","A1"
"2991","2991","je souhaiterais vous rencontrer à ce sujet ","A1"
"2992","2992","je lui explique tout dès qu elle arrive ","A2"
"2993","2993","quel âge as tu ","A1"
"2994","2994","bruno boulianne et la petite lila plantent des graines de fines herbes ","B2"
"2995","2995","il montrera de cette façon tantôt comment les esprits se modifient sous l influence des circonstances environnantes tantôt comment se développent les sentiments et les passions comment on s aime comment on se hait comment on se combat dans tous les milieux sociaux comment luttent les intérêts bourgeois les intérêts d argent les intérêts de famille les intérêts politiques ","C1"
"2996","2996","mais la formation reçue lors de son apprentissage à l atelier verrocchio pourrait être plus large encore ","C1"
"2997","2997","madame pietranera était devenue pensive  elle crut devoir présenter quelques objections ","B2"
"2998","2998","on ne voyait pas ses genoux sur lesquels il avait posé son livre ","B1"
"2999","2999","mais on entendit trois coups sur la scène un roulement de timbales commença les instruments de cuivre plaquèrent des accords et le rideau se levant découvrit un paysage ","C2"
"3000","3000","vous pourrez assister ce soir à la première de deux émissions qui ont pour objectif de savoir quel est le chanteur ou la chanteuse préféré e des français ","B1"
"3001","3001","si le smartphone fait partie de notre quotidien et rend de nombreux services de récentes recherches montrent qu il présente des risques dont ses utilisateurs doivent se méfier ","C1"
"3002","3002","tu as essayé de le recontacter","B1"
"3003","3003","il a mis un cadre rouge autour du tableau ","B1"
"3004","3004","elle fait des bons gâteaux","A1"
"3005","3005","pour chaque histoire j écoute l audio et en même j écris ce que je comprends ","B1"
"3006","3006","vous n avez pas monsleur mitterrand le monopole du ceur","C1"
"3007","3007","pour aller au travail marc porte une veste un pantalon une chemise et une belle cravate rouge","B1"
"3008","3008","le pacha vient en aide à un serpent le roi des serpents car l un des commandements du coran est de faire preuve d hospitalité ses hôtes ","B1"
"3009","3009","par exemple lorsque le chien signale quelque chose le maître doit comprendre le sens ","B1"
"3010","3010","toute la petite famille apprécie alors l air pur la nature et le calme pendant quelques semaines avant de rentrer à paris","A1"
"3011","3011","c est haut là haut ","A1"
"3012","3012","en suisse les personnes physiques peuvent être assujetties à l impôt sur le revenu et la fortune en raison de leurs liens personnels ou leur rattachement économique avec la suisse ","B2"
"3013","3013","mon dieu elle a perdu la tête ","B1"
"3014","3014","le nombre de mal nourris dans les pays les moins avancés a ainsi doublé au cours des trente dernières années passant de 116 à 235 millions ","C1"
"3015","3015","il faudrait que tu lui parles de ça demain en réunion et que tu demandes à adrian de m envoyer une photo de lui et la traduction du contrat en croate","B1"
"3016","3016","il existe une théorie sur l attrait exercé par la courbe féminine sur l homme et cette théorie est qu une femme callipyge signale ","C2"
"3017","3017","la faiblesse des taux d intérêt contribue à alimenter des risques liés aux expositions au secteur du logement ","C1"
"3018","3018","les fans des costumes de carrie bradshaw dans sex and the city se régaleront devant les tenues d emily de la même créatrice patricia field même si on lève les yeux au ciel quand emily se met à porter des bérets ","B2"
"3019","3019","comment manger en permanence et de préférence des mets délicieux","B1"
"3020","3020","une consigne qui est suivie de près par les japonais ","A2"
"3021","3021","je suis le mouton","A1"
"3022","3022","quand je reviendrai j offrirai beaucoup d amour à ceux que j aprécie et je couvrirai mes enfants de présents ","B1"
"3023","3023","mes souvenirs reparurent d abord confus bientôt plus vifs ","C2"
"3024","3024","elle a les cheveux mi longs ","A1"
"3025","3025","équipé d une caméra d un téléphone portable et d un ordinateur il aide le client à faire ses courses directement dans le magasin ","B1"
"3026","3026","c est aussi le plus tardif dit clare nullis la porte parole de l organisation météorologique mondiale  c est un record dans tous les sens du terme","B1"
"3027","3027","le docteur offre un travail pour combien de temps ","A1"
"3028","3028","tu n es pas seulement un lâche tu es un traître comme ta petite taille le laissait deviner ","B1"
"3029","3029","je suis en train de repeindre ma chambre ","A2"
"3030","3030","giscard se laisse filmer durant ses vacances à la montagne ou à la plage il apparaît en short puis torse nu lors d un match de football organisé entre notables de chamalières village dont il fut longtemps le maire","C1"
"3031","3031","les deux veuves se souvinrent avec mélancolie de leurs jeunes années ","C1"
"3032","3032","en effet monsieur helmut kohl donne priorité aux allemands de l est hein","C1"
"3033","3033","je trouve inadmissible que le directeur ne tienne pas ses promesses","B1"
"3034","3034","elle passe aussi à la boulangerie et elle achète une baguette toute chaude et des croissants pour le petit déjeuner","A1"
"3035","3035","ils ont chaud donc ils profitent de la piscine du camping et de la mer pour se baigner ","B1"
"3036","3036","la gouvernante avait le nez bossué de verrues qui faisaient penser à des taupinières et les joues creuses de larges sillons comme les champs après les labours d octobre ","C2"
"3037","3037","ce n était pas tant une décision stratégique qu une nécessité ","B1"
"3038","3038","la première modernité a inventé l universalisme abstrait qui définissait tout ce que les individus ont en commun ","C1"
"3039","3039","je viens de province ","A1"
"3040","3040","c est le principe de responsabilité élargie du producteur initié par la directive européenne de 2003 qui leur impose de prendre en charge la fin de vie de leurs appareils ","B2"
"3041","3041","elle a été perçue comme un moyen de transport puéril ","B2"
"3042","3042","les randonneurs sont rares et souvent me diocres","B2"
"3043","3043","certes les technologies ne sont pas forcément nécessairement présentes ","C2"
"3044","3044","il faut savoir que sur le lac de côme l industrie des pêcheurs place des lignes dormantes à une grande distance des bords ","B2"
"3045","3045","merci beaucoup pour toutes le belles histoires que je trouve très utiles pour améliorer mon français ","A2"
"3046","3046","lors donc que j entendais la médiocrité disserter avec complaisance sur des principes bien établis bien incontestables en fait de morale de convenance ou de religion choses qu elle met assez volontiers sur la même ligne je me sentais poussé à la contredire non que j eusse adopté des opinions opposées mais parce que j étais impatienté d une conviction si ferme et si lourde ","C2"
"3047","3047","sur une sorte de haquet deux futailles de vin posaient car c était pour fêter la surprise d un petit convoi républicain que charette avait accordé cette débauche à son armée ","C2"
"3048","3048","pas au point qu il faille en limiter la consommation mais tout de même d autres éditeurs exploitent le créneau et internet regorge de sites intéressants qui permettent une approche moins scolaire certes mais tellement plus amusante des mathématiques ","C2"
"3049","3049","un lieu plutôt réservé aux repas en famille ou entre amis ","B1"
"3050","3050","le centre victor hugo situé à 20 minutes en bus de la mairie dans le quartier des universités est un lieu pour tous petits et grands jeunes et moins jeunes ","B1"
"3051","3051","aucune décision russe n est attendue avant l élection présidentielle de mars ","C1"
"3052","3052","pourtant ni parmi les nobles ni parmi les marchands ni parmi les laboureurs il ne se put trouver de vierge assez irréprochable ","B2"
"3053","3053","neige épaisse et glace empêchent les bisons d atteindre l herbe ","C1"
"3054","3054","la misandrie est elle une apologie de la haine des hommes ou le signe d une possible égalité hommes femmes ","C2"
"3055","3055","on dirait qu elle a pleuré ou qu elle va pleurer ","A2"
"3056","3056","ainsi en amérique latine en asie de l est et du sud est et même au sein du sous continent indien de gros progrès ont été accomplis depuis trente ans ","C1"
"3057","3057","il avait adopté le signe de la croix  il s était dit un autrichien d une lignée ancienne presque éteinte exhibant pour étayer son histoire les preuves les plus stupéfiantes et les plus inadéquates  des armes auxquelles il n avait aucun droit et une liste d ancêtres prénoms chrétiens compris qui n avaient jamais existé ","C2"
"3058","3058","cet héritage s est d ailleurs vite révélé hétérogène les pays pauvres d asie orientale les plus éloignés des anciennes métropoles émergent à des degrés divers dans l économie mondiale dès les années 1970 1980 ","C2"
"3059","3059","il ne pourra pas rentrer en boîte de nuit puisqu il a perdu sa carte d identité ","A2"
"3060","3060","il a les cheveux blonds","A1"
"3061","3061","ne nous fâchons donc contre aucune théorie puisque chacune d elles est simplement l expression généralisée d un tempérament qui s analyse ","C1"
"3062","3062","a marrakech en 2001 15 pays avaient décidé de créer un fonds spécial changements climatiques ","C1"
"3063","3063","il y a beaucoup d attente pour les ascenseurs pour monter les étages mais je suis enfin au sommet et peux apprécier la vue sur paris","B1"
"3064","3064","ces gens vivent en autarcie totale ","B2"
"3065","3065","je refusais l idée même de passer des commandes plus petites ","B1"
"3066","3066"," il est parti pour la montagne l automne dernier et comme il n est pas revenu je crains que les loups ne l aient mangé  et elle commença à pleurer ","A2"
"3067","3067","ils respiraient la nuit diamantée d étoiles écoutaient les remuements ténus des feuilles dans les arbres murmures de leur amour ","C2"
"3068","3068","il a été rétrogradé en catégorie 1 alors qu il se trouvait en catégorie 5  rétrogradé ça veut dire qu il est passé de cette catégorie 5 à la catégorie 1","B1"
"3069","3069","on constate en outre que la chauve souris peut voler malgré l ablation d une notable étendue de la membrane de ses ailes pourvu que la partie restante corresponde aux espaces interdigitaux ","C2"
"3070","3070","j ai plein de bons souvenirs d ici ","A2"
"3071","3071","avec en premier lieu leur opposition à une réforme du sénat qui permettrait d adopter toutes les lois sans passer par un premier vote requérant 60 voix ","B2"
"3072","3072","grand dieu ","A1"
"3073","3073","les sénateurs investis par le suffrage universel indirect de tous les droits et obligations attachés à la fonction parlementaire sont élus pour six ans par un collège électoral de plus de 160 000 élus ","C1"
"3074","3074","d abord ils furent séduits par un arrangement compliqué  en haut des parapluies posés obliquement semblaient mettre un toit de cabane rustique  dessous des bas de soie pendus à des tringles montraient des profils arrondis de mollets les uns semés de bouquets de roses les autres de toutes nuances les noirs à jour les rouges à coins brodés les chairs dont le grain satiné avait la douceur d une peau de blonde  enfin sur le drap de l étagère des gants étaient jetés symétriquement avec leurs doigts allongés leur paume étroite de vierge byzantine cette grâce raidie et comme adolescente des chiffons de femme qui n ont pas été portés ","C2"
"3075","3075","une manière de sayon en peau de bique enveloppait son torse et ses jambes étaient comme engaînées dans ces braies étroites","C2"
"3076","3076","elle fait ses courses ","A1"
"3077","3077","pour morin notre mode de connaissance se borne à prévoir le probable quand surgit sans cesse l inattendu2 ","C2"
"3078","3078","est ce que ton mari et tes enfants vont bien","B1"
"3079","3079","aristocrate de naissance il haîssait par instinct quatre vingt treize mais philosophe par tempérament et libéral par éducation il exécrait la tyrannie d une haine inoffensive et déclamatoire ","C1"
"3080","3080","d ailleurs tous les personnages masculins croisés par l héroïne  en dehors de ses collègues  sont dans un rapport de séduction ","B2"
"3081","3081","vous prenez la voiture ","A1"
"3082","3082","merci ","A1"
"3083","3083","compte tenu de ce que chaque société structure différemment le cycle de vie que se passe t il lorsque deux personnes de sociétés différentes par exemple une belge et un zaïrois joignent leurs existences pour fonder un foyer ","C1"
"3084","3084","pourquoi le maire de la ville n a pas accepté cette loi ","B1"
"3085","3085","mais cela supposerait que nous revenions sur notre nombrilisme culturel","C2"
"3086","3086","et effectivement dans les zones sinistrées c est l heure du bilan","A2"
"3087","3087","pourquoi ne redeviendrait il pas la belle plante humaine robuste et droite qu il était hier encore avant que l humidité des caves morlaisiennes n eût aigri sa sève et noué ses rameaux ","C2"
"3088","3088","a midi c est l heure de de jeuner","A2"
"3089","3089","vous ne sortez pas souvent de votre zone parce que vous n avez pas de moyen de transport ","B1"
"3090","3090","le 8 mars à six heures du matin le marquis revêtu de ses insignes se faisait dicter par son fils aîné le brouillon d une troisième dépêche politique  il s occupait avec gravité à la transcrire de sa belle écriture soignée sur du papier portant en filigrane l effigie du souverain ","C1"
"3091","3091","comme le révélait récemment la police italienne les réseaux de prostitution les trafiquants d armes et les vendeurs de drogue utilisent de plus en plus le logiciel de téléphonie par internet ","C1"
"3092","3092","socrate incarne en effet le sage qui sait distinguer entre les désirs à poursuivre ou à ne pas poursuivre qui sait se gouverner lui même et qui est en mesure d accéder à une véritable autonomie de la volonté","C2"
"3093","3093","c est magique pour les enfants ","A1"
"3094","3094","elle allait chez les avoués chez le président se rappelait l échéance des billets obtenait des retards  et à la maison repassait cousait blanchissait surveillait les ouvriers soldait les mémoires tandis que sans s inquiéter de rien monsieur continuellement engourdi dans une somnolence boudeuse dont il ne se réveillait que pour lui dire des choses désobligeantes restait à fumer au coin du feu en crachant dans les cendres ","C2"
"3095","3095","ce qu il y a dans la serviette ","A2"
"3096","3096","je vais ensuite prendre ma douche dans ma salle de bain","A1"
"3097","3097","il se place sur la tête de l animal et permet de tenir la bête et ainsi la conduire ou encore l attacher ","B1"
"3098","3098","et puis la france comme la plupart des pays du monde doit importer les matières premières inexistantes sur son sol et ne fabrique plus la totalité des produits sur son territoire","B2"
"3099","3099","un dépliant de 4 pages distribué en 13 millions d exemplaires pour fen finir avec les idées reçues et démontrer qu l on ne pourrait vivre dans un monde sans amour et zéro papier ","B2"
"3100","3100","les hommes les entourent ","A1"
"3101","3101","l histoire l éducation civique tout ça c est bien mais ça ne nous prépare pas à trouver du travail ","A2"
"3102","3102","il se sent plus à l aise avec une tenue vestimentaire classique","B1"
"3103","3103","pas question d être 13 à table ça porterait malheur","B2"
"3104","3104","derrière ces jeunes il y a très souvent des parents en grande difficulté à cause de la pauvreté ou du chômage ","B1"
"3105","3105","et pour éviter les risques de tricherie les élèves n auront pas le droit d utiliser de messagerie instantanée pas plus que les traducteurs automatiques et leurs écrans seront de toute façon contrôlés de manière aléatoire par des surveillants ","B2"
"3106","3106","limercati trouva ce projet d un ridicule achevé et la comtesse s aperçut que chez elle le mépris avait tué l amour ","C1"
"3107","3107","je vais à l école à nice mais j habite à cagnes sur mer","A1"
"3108","3108","cette première étape est celle de l apprentissage de l autre celle où chacun souhaite vaincre ses craintes et relever le défi ","C2"
"3109","3109","l une s appelle jennifer et elle a 21 ans et l autre s appelle ashley et elle a 22 ans","A1"
"3110","3110","plutôt limité auparavant pour des raisons de coût aux couches les plus favorisées le recours au soutien scolaire gagne aujourd hui les classes moyennes ","C1"
"3111","3111","à la fois graphiste et journaliste le directeur artistique du quotidien espagnol la vanguardia barcelone publie régulièrement un éditorial sous forme d infographie","C1"
"3112","3112","merci pour l effort ","A1"
"3113","3113","je lui écrivisse la suppliai de m accorder une dernière entrevue  je lui peignis en termes déchirants mon désespoir les projets funestes que m inspirait sa cruelle détermination ","C2"
"3114","3114","malheureusement la batterie ne marche pas ","A1"
"3115","3115","mais le marche est loin de leur maison et ils ne peuvent pas y aller a pied","A2"
"3116","3116","jamais ","A2"
"3117","3117","si l héritage britannique au nord de l amérique ou ibérique au sud du rio grande est à la fois ancien et durable les traces néerlandaises en indonésie ou françaises en indochine sont presque effacées ","C2"
"3118","3118","vous parlez de la loi en général mais vous oubliez de préciser que ce texte n est pas voté ","B1"
"3119","3119","la taille des ménages est à cet égard un facteur important les ménages issus de la migration qui sont en général plus grands doivent partager leurs revenus et leur patrimoine entre plus de personnes que les ménages non issus de la migration ","C1"
"3120","3120","les grainetiers les grands grainetiers québécois n ont plus de stock et donc l approvisionnement est rendu difficile ","B2"
"3121","3121","et soudain elle est devant moi mes lunettes à la main ","A2"
"3122","3122","se reconvertir mode d emploi les deux auteures donnent des indices ","C1"
"3123","3123","nous avons interrogé en belgique trente couples mixtes c est à dire composés de deux personnes de nationalités différentes ","B2"
"3124","3124","des divergences profondes peuvent apparaître dans les orientations proposées par chacun d entre eux en matière de respect de l autorité de liberté d exercice des responsabilités de dispense de câlins etc ","C2"
"3125","3125","c est exactement ce que je dis ","A2"
"3126","3126","j aime beaucoup ce manteau noir ","A1"
"3127","3127","tout cela réintroduit du secret de l oxygène et du ciel bleu dans la cohabitation entre parents et enfants même s il faut discuter de nouvelles normes d usage afin de maintenir la convivialité et les liens familiaux ","B2"
"3128","3128","maintenant vous comprenez mon excitation","B2"
"3129","3129","excusez moi où est la gare ","A1"
"3130","3130","étudier la différence entre un langage naturel et un langage informatique c est intéressant quand on enseigne le français ","C2"
"3131","3131","peux tu parler plus lentement ","A1"
"3132","3132","une déclaration qui tranche avec celle qu elle a tenue au site reporterre le 25 février ","C1"
"3133","3133","ils seront tous à la maison ce soir ","A1"
"3134","3134","j aime le fromage","A1"
"3135","3135","tout le monde a bien mangé ","A1"
"3136","3136","abandonnez sans e tat d a me le traditionnel cahier de vacances que les trois quarts des enfants ne terminent pas  la liste des produits alternatifs qui visent a  faire aimer autant qu a  faire re viser est longue","C2"
